,MAC,SSID,Frequncy,Signal,Lat,Lon,Alt,TIME,Approx. w-center algo1,
373,1c:b9:c4:15:43:ec,Ariel_University,36,-89,32.10229862905115,35.20922609822347,706.4003318582704,03/12/2017 08:46,Approx. w-center algo1,
374,84:c9:b2:b7:c8:2d,Bezeq,6,-93,32.102581205776694,35.20997250642133,698.0276205441359,03/12/2017 08:54,Approx. w-center algo1,
375,10:0d:7f:7c:90:0a,Malibu,11,-91,32.1020859,35.20993739,692.0,03/12/2017 08:46,Approx. w-center algo1,
376,d0:d4:12:68:5b:ca,klyn,1,-95,32.1020859,35.20993739,692.0,03/12/2017 08:46,Approx. w-center algo1,
377,14:ae:db:4f:50:75,GuyEmily,6,-90,32.10219395119086,35.21000358466558,700.9890867386622,03/12/2017 08:54,Approx. w-center algo1,
378,e8:94:f6:d5:98:86,TP-LINK_D59886,9,-94,32.10225656,35.21001902,692.0,03/12/2017 08:46,Approx. w-center algo1,
379,1c:b9:c4:95:3d:67, ,44,-88,32.10263052,35.21002971,712.9572535,03/12/2017 08:46,Approx. w-center algo1,
380,1c:b9:c4:95:1e:67, ,36,-89,32.10263052,35.21002971,712.9572535,03/12/2017 08:46,Approx. w-center algo1,
381,1c:b9:c4:96:ee:97, ,36,-91,32.10282894,35.20990359,712.9649553,03/12/2017 08:46,Approx. w-center algo1,
382,1c:b9:c4:15:1c:bc,Ariel_University,36,-90,32.10338816,35.20978021,713.0579803,03/12/2017 08:46,Approx. w-center algo1,
383,1c:b9:c4:14:2b:8c,Ariel_University,44,-90,32.10338816,35.20978021,713.0579803,03/12/2017 08:46,Approx. w-center algo1,
384,3c:1e:04:05:5f:f5,BezeqNGN_009030_2.4GHz_1,1,-95,32.1042776881354,35.21140688661445,701.7264123799245,03/12/2017 08:47,Approx. w-center algo1,
385,1c:b9:c4:96:2b:e7, ,36,-89,32.10500618,35.21121884,710.775619,03/12/2017 08:49,Approx. w-center algo1,
386,a0:8c:fd:8c:c5:b2,DIRECT-98-HP DeskJet 3630 series,6,-92,32.10497406,35.2111867,696.0,03/12/2017 08:49,Approx. w-center algo1,
387,30:e1:71:0f:b2:6a,DIRECT-69-HP DeskJet 3630 series,6,-93,32.10497523,35.21118447,698.0,03/12/2017 08:49,Approx. w-center algo1,
388,00:1a:dd:f5:df:c5,Afikim_Wifi,6,-93,32.10488210367834,35.21037360796379,704.0554242364997,03/12/2017 08:49,Approx. w-center algo1,
389,18:d6:c7:ad:25:1a, ,13,-89,32.10494483,35.2104469,717.6172124,03/12/2017 08:49,Approx. w-center algo1,
390,00:1a:dd:f5:df:c4, ,6,-89,32.10494483,35.2104469,717.6172124,03/12/2017 08:49,Approx. w-center algo1,
391,30:b5:c2:b8:40:36, ,13,-91,32.10494483,35.2104469,717.6172124,03/12/2017 08:49,Approx. w-center algo1,
392,58:70:c6:fb:96:30,YICarCam_fb9630,5,-88,32.10473133,35.21000489,687.0,03/12/2017 08:49,Approx. w-center algo1,
393,9c:d2:1e:04:e6:2c,HP-Print-2c-LaserJet 400 color,6,-91,32.10473133,35.21000489,687.0,03/12/2017 08:49,Approx. w-center algo1,
394,30:e1:71:0d:e0:67,DIRECT-66-HP DeskJet 3630 series,6,-83,32.10455252,35.2096924,689.0,03/12/2017 08:50,Approx. w-center algo1,
395,1c:b9:c4:96:1d:77, ,44,-85,32.10377002,35.20885656,710.3643464,03/12/2017 08:50,Approx. w-center algo1,
396,1c:b9:c4:94:2f:67, ,36,-84,32.10293474,35.20878314,707.529971,03/12/2017 08:50,Approx. w-center algo1,
397,1c:b9:c4:14:2c:3c,Ariel_University,52,-87,32.103051394275916,35.20997310285422,697.5563349391615,03/12/2017 08:51,Approx. w-center algo1,
398,1c:b9:c4:96:f1:57, ,52,-89,32.103260453223626,35.209740245618306,703.9055825016047,03/12/2017 08:51,Approx. w-center algo1,
399,1c:b9:c4:16:f1:5c,Ariel_University,52,-89,32.10331055686494,35.20975755340407,703.9414788229468,03/12/2017 08:51,Approx. w-center algo1,
400,24:79:2a:2c:5c:1c,Ariel_University,36,-89,32.10380800022559,35.21015332685624,707.2625708225743,03/12/2017 08:51,Approx. w-center algo1,
401,24:79:2a:ac:5c:17, ,36,-91,32.10398654,35.21044402,705.104886,03/12/2017 08:51,Approx. w-center algo1,
402,24:79:2a:ab:24:97, ,36,-86,32.10406638,35.21063208,704.8039142,03/12/2017 08:51,Approx. w-center algo1,
403,c8:be:19:07:77:b9,Bezeq-N_0777b8,11,-88,32.10413713,35.21082446,704.7212452,03/12/2017 08:51,Approx. w-center algo1,
404,24:79:2a:2c:61:6c,Ariel_University,36,-92,32.10413713,35.21082446,704.7212452,03/12/2017 08:51,Approx. w-center algo1,
405,1c:b9:c4:95:36:97, ,36,-86,32.10502807,35.21096172,733.9581295,03/12/2017 08:53,Approx. w-center algo1,
406,24:c9:a1:36:52:d8,Ariel_University,1,-90,32.10481856,35.21012315,726.1049343,03/12/2017 08:53,Approx. w-center algo1,
407,90:6c:ac:a0:7b:55,EVE,52,-73,32.10465583,35.20979911,721.9074686,03/12/2017 08:53,Approx. w-center algo1,
408,90:6c:ac:a0:60:55,Guest,36,-82,32.10465583,35.20979911,721.9074686,03/12/2017 08:53,Approx. w-center algo1,
409,1c:b9:c4:94:2c:37, ,52,-90,32.10273247505415,35.2098593580868,700.6765494912178,03/12/2017 08:55,Approx. w-center algo1,
410,c0:bd:d1:d5:8c:55,AndroidAP,6,-80,32.10312597,35.209215779999994,696.5,03/12/2017 08:57,Approx. w-center algo1,
411,e4:95:6e:40:87:1a,OOP_course,1,-20,32.10300921,35.2096084,701.0,03/12/2017 09:01,Approx. w-center algo1,
412,24:79:2a:2b:02:78,Ariel_University,6,-80,32.10381301,35.21016707,708.0,03/12/2017 09:06,Approx. w-center algo1,
413,1c:b9:c4:15:ed:bc,IT-MNG,48,-85,32.1034255,35.20978696,702.0,03/12/2017 09:07,Approx. w-center algo1,
